,eol_pk,page_id,resource_pk,resource_id,citation,source,predicate,object_page_id,value_uri,normal_measurement,normal_units_uri,normal_units,measurement,units_uri,units,literal,method,remarks,sample_size,name_en
339,R243-PK103140832,1115166,,158,R243-PK103140832,https://www.gbif.org/occurrence/map?taxon_key=4107842&&country=LU,http://eol.org/schema/terms/Present,,http://www.geonames.org/2960313,,,,,,,http://www.geonames.org/2960313,,,1,
340,R243-PK103137554,1115166,,158,R243-PK103137554,https://www.gbif.org/occurrence/map?taxon_key=4105407&&country=LU,http://eol.org/schema/terms/Present,,http://www.geonames.org/2960313,,,,,,,http://www.geonames.org/2960313,,,2,
341,R243-PK103134218,1115166,,158,R243-PK103134218,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=LU,http://eol.org/schema/terms/Present,,http://www.geonames.org/2960313,,,,,,,http://www.geonames.org/2960313,,,2,
342,R243-PK103130464,1115098,,158,R243-PK103130464,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=LU,http://eol.org/schema/terms/Present,,http://www.geonames.org/2960313,,,,,,,http://www.geonames.org/2960313,,,5,
343,R243-PK103115682,583954,,158,R243-PK103115682,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=LU,http://eol.org/schema/terms/Present,,http://www.geonames.org/2960313,,,,,,,http://www.geonames.org/2960313,,,205,
344,R242-PK103110505,583954,,157,R242-PK103110505,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=LT,http://eol.org/schema/terms/Present,,http://www.geonames.org/597427,,,,,,,http://www.geonames.org/597427,,,8,
345,R240-PK103104873,1115166,,155,R240-PK103104873,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=LY,http://eol.org/schema/terms/Present,,http://www.geonames.org/2215636,,,,,,,http://www.geonames.org/2215636,,,7,
346,R240-PK103105779,583954,,155,R240-PK103105779,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=LY,http://eol.org/schema/terms/Present,,http://www.geonames.org/2215636,,,,,,,http://www.geonames.org/2215636,,,2,
347,R239-PK103096728,1115098,,154,R239-PK103096728,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=LR,http://eol.org/schema/terms/Present,,http://www.geonames.org/2275384,,,,,,,http://www.geonames.org/2275384,,,1220,
348,R238-PK103093475,1115166,,153,R238-PK103093475,https://www.gbif.org/occurrence/map?taxon_key=8607351&&country=LS,http://eol.org/schema/terms/Present,,http://www.geonames.org/932692,,,,,,,http://www.geonames.org/932692,,,4,
349,R238-PK103093055,1115166,,153,R238-PK103093055,https://www.gbif.org/occurrence/map?taxon_key=4108365&&country=LS,http://eol.org/schema/terms/Present,,http://www.geonames.org/932692,,,,,,,http://www.geonames.org/932692,,,5,
350,R238-PK103090591,1115166,,153,R238-PK103090591,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=LS,http://eol.org/schema/terms/Present,,http://www.geonames.org/932692,,,,,,,http://www.geonames.org/932692,,,358,
351,R237-PK103088110,583954,,152,R237-PK103088110,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=LB,http://eol.org/schema/terms/Present,,http://www.geonames.org/272103,,,,,,,http://www.geonames.org/272103,,,7,
352,R235-PK103075156,1115098,,150,R235-PK103075156,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=LA,http://eol.org/schema/terms/Present,,http://www.geonames.org/1655842,,,,,,,http://www.geonames.org/1655842,,,11,
353,R231-PK103048324,583954,,146,R231-PK103048324,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=KE,http://eol.org/schema/terms/Present,,http://www.geonames.org/192950,,,,,,,http://www.geonames.org/192950,,,3,
354,R231-PK103035588,1115166,,146,R231-PK103035588,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=KE,http://eol.org/schema/terms/Present,,http://www.geonames.org/192950,,,,,,,http://www.geonames.org/192950,,,672,
355,R231-PK103036046,1115098,,146,R231-PK103036046,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=KE,http://eol.org/schema/terms/Present,,http://www.geonames.org/192950,,,,,,,http://www.geonames.org/192950,,,285,
356,R230-PK103033903,583954,,145,R230-PK103033903,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=KZ,http://eol.org/schema/terms/Present,,http://www.geonames.org/1522867,,,,,,,http://www.geonames.org/1522867,,,1,
357,R230-PK103031057,1115098,,145,R230-PK103031057,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=KZ,http://eol.org/schema/terms/Present,,http://www.geonames.org/1522867,,,,,,,http://www.geonames.org/1522867,,,4,
358,R227-PK102940135,1115166,,142,R227-PK102940135,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=JM,http://eol.org/schema/terms/Present,,http://www.geonames.org/3489940,,,,,,,http://www.geonames.org/3489940,,,1,
359,R227-PK102936021,1115098,,142,R227-PK102936021,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=JM,http://eol.org/schema/terms/Present,,http://www.geonames.org/3489940,,,,,,,http://www.geonames.org/3489940,,,2,
360,R507-PK102926157,1115166,,407,R507-PK102926157,https://www.gbif.org/occurrence/map?taxon_key=2705182&&country=CI,http://eol.org/schema/terms/Present,,http://www.geonames.org/2287781,,,,,,,http://www.geonames.org/2287781,,,3,
361,R507-PK102917097,1115098,,407,R507-PK102917097,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=CI,http://eol.org/schema/terms/Present,,http://www.geonames.org/2287781,,,,,,,http://www.geonames.org/2287781,,,506,
362,R226-PK102916096,1115166,,141,R226-PK102916096,https://www.gbif.org/occurrence/map?taxon_key=4105734&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,1,
363,R226-PK102909712,1115166,,141,R226-PK102909712,https://www.gbif.org/occurrence/map?taxon_key=4105407&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,1,
364,R226-PK102891172,1115166,,141,R226-PK102891172,https://www.gbif.org/occurrence/map?taxon_key=4107842&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,3,
365,R226-PK102880434,1115166,,141,R226-PK102880434,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,6,
366,R226-PK102879300,1115098,,141,R226-PK102879300,https://www.gbif.org/occurrence/map?taxon_key=2703459&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,6,
367,R226-PK102863762,583954,,141,R226-PK102863762,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=IT,http://eol.org/schema/terms/Present,,http://www.geonames.org/3175395,,,,,,,http://www.geonames.org/3175395,,,49,
368,R224-PK102856281,583954,,140,R224-PK102856281,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=IL,http://eol.org/schema/terms/Present,,http://www.geonames.org/294640,,,,,,,http://www.geonames.org/294640,,,6,
369,R365-PK102847256,1276830,,261,R365-PK102847256,https://www.gbif.org/occurrence/map?taxon_key=6362904&&country=IM,http://eol.org/schema/terms/Present,,http://www.geonames.org/3042225,,,,,,,http://www.geonames.org/3042225,,,2,
370,R365-PK102841192,583954,,261,R365-PK102841192,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=IM,http://eol.org/schema/terms/Present,,http://www.geonames.org/3042225,,,,,,,http://www.geonames.org/3042225,,,18,
371,R223-PK102830265,1115166,,139,R223-PK102830265,https://www.gbif.org/occurrence/map?taxon_key=2705181&&country=IE,http://eol.org/schema/terms/Present,,http://www.geonames.org/2963597,,,,,,,http://www.geonames.org/2963597,,,1,
372,R223-PK102823871,1276830,,139,R223-PK102823871,https://www.gbif.org/occurrence/map?taxon_key=6362904&&country=IE,http://eol.org/schema/terms/Present,,http://www.geonames.org/2963597,,,,,,,http://www.geonames.org/2963597,,,3,
373,R223-PK102802065,583954,,139,R223-PK102802065,https://www.gbif.org/occurrence/map?taxon_key=3052436&&country=IE,http://eol.org/schema/terms/Present,,http://www.geonames.org/2963597,,,,,,,http://www.geonames.org/2963597,,,1750,
374,R502-PK102787051,583954,,398,R502-PK102787051,https://www.gbif.org/occurrence/map?taxon_key=3052436&geometry=POLYGON((55.922%2026.912%2C%2055.852%2026.742%2C%2055.621%2026.747%2C%2055.778%2026.848%2C%2055.922%2026.912))&geometry=POLYGON((49.238%2030.447%2C%2049.103%2030.46%2C%2049.006%2030.463%2C%2048.869%2030.352%2C%2048.458%2029.997%2C%2048.17%2030.423%2C%2047.864%2031.793%2C%2047.449%2032.401%2C%2046.409%2032.943%2C%2046.205%2033.18%2C%2045.95%2033.547%2C%2045.413%2033.972%2C%2045.454%2034.437%2C%2045.701%2034.812%2C%2045.934%2035.081%2C%2046.203%2035.198%2C%2046.239%2035.712%2C%2045.557%2036.001%2C%2045.315%2036.276%2C%2045.077%2036.634%2C%2044.777%2037.111%2C%2044.635%2037.726%2C%2044.408%2038.251%2C%2044.277%2038.716%2C%2044.152%2039.092%2C%2044.487%2039.687%2C%2045.165%2039.207%2C%2046%2038.869%2C%2046.534%2038.865%2C%2047.385%2039.458%2C%2048.301%2039.109%2C%2048.316%2038.601%2C%2049.075%2037.653%2C%2050.299%2037.155%2C%2053.194%2036.835%2C%2053.577%2036.812%2C%2054.244%2037.309%2C%2054.784%2037.633%2C%2055.981%2038.065%2C%2056.755%2038.273%2C%2058.16%2037.786%2C%2058.822%2037.692%2C%2059.554%2037.123%2C%2061.191%2036.568%2C%2061.219%2035.692%2C%2061.094%2035.165%2C%2060.677%2034.303%2C%2060.901%2033.537%2C%2060.877%2032.199%2C%2061.787%2030.927%2C%2061.804%2028.64%2C%2062.768%2028.032%2C%2063.299%2027.179%2C%2063.162%2026.644%2C%2062.283%2026.358%2C%2061.689%2025.799%2C%2061.551%2025.189%2C%2060.606%2025.288%2C%2060.306%2025.34%2C%2059.892%2025.359%2C%2059.777%2025.419%2C%2059.288%2025.466%2C%2059.092%2025.448%2C%2058.559%2025.641%2C%2057.939%2025.704%2C%2057.803%2025.707%2C%2057.539%2025.753%2C%2057.3%2025.792%2C%2057.046%2026.458%2C%2056.965%2027.022%2C%2055.936%2027.025%2C%2054.843%2026.52%2C%2054.186%2026.707%2C%2052.958%2027.137%2C%2052.511%2027.597%2C%2051.45%2027.952%2C%2051.293%2028.225%2C%2050.979%2028.815%2C%2050.925%2029.067%2C%2050.644%2029.459%2C%2050.147%2029.938%2C%2049.504%2030.137%2C%2049.043%2030.391%2C%2049.298%2030.445%2C%2049.238%2030.447)),http://eol.org/schema/terms/Present,,http://www.geonames.org/130758,,,,,,,http://www.geonames.org/130758,,,4,
375,R502-PK102785201,1115098,,398,R502-PK102785201,https://www.gbif.org/occurrence/map?taxon_key=2703459&geometry=POLYGON((55.922%2026.912%2C%2055.852%2026.742%2C%2055.621%2026.747%2C%2055.778%2026.848%2C%2055.922%2026.912))&geometry=POLYGON((49.238%2030.447%2C%2049.103%2030.46%2C%2049.006%2030.463%2C%2048.869%2030.352%2C%2048.458%2029.997%2C%2048.17%2030.423%2C%2047.864%2031.793%2C%2047.449%2032.401%2C%2046.409%2032.943%2C%2046.205%2033.18%2C%2045.95%2033.547%2C%2045.413%2033.972%2C%2045.454%2034.437%2C%2045.701%2034.812%2C%2045.934%2035.081%2C%2046.203%2035.198%2C%2046.239%2035.712%2C%2045.557%2036.001%2C%2045.315%2036.276%2C%2045.077%2036.634%2C%2044.777%2037.111%2C%2044.635%2037.726%2C%2044.408%2038.251%2C%2044.277%2038.716%2C%2044.152%2039.092%2C%2044.487%2039.687%2C%2045.165%2039.207%2C%2046%2038.869%2C%2046.534%2038.865%2C%2047.385%2039.458%2C%2048.301%2039.109%2C%2048.316%2038.601%2C%2049.075%2037.653%2C%2050.299%2037.155%2C%2053.194%2036.835%2C%2053.577%2036.812%2C%2054.244%2037.309%2C%2054.784%2037.633%2C%2055.981%2038.065%2C%2056.755%2038.273%2C%2058.16%2037.786%2C%2058.822%2037.692%2C%2059.554%2037.123%2C%2061.191%2036.568%2C%2061.219%2035.692%2C%2061.094%2035.165%2C%2060.677%2034.303%2C%2060.901%2033.537%2C%2060.877%2032.199%2C%2061.787%2030.927%2C%2061.804%2028.64%2C%2062.768%2028.032%2C%2063.299%2027.179%2C%2063.162%2026.644%2C%2062.283%2026.358%2C%2061.689%2025.799%2C%2061.551%2025.189%2C%2060.606%2025.288%2C%2060.306%2025.34%2C%2059.892%2025.359%2C%2059.777%2025.419%2C%2059.288%2025.466%2C%2059.092%2025.448%2C%2058.559%2025.641%2C%2057.939%2025.704%2C%2057.803%2025.707%2C%2057.539%2025.753%2C%2057.3%2025.792%2C%2057.046%2026.458%2C%2056.965%2027.022%2C%2055.936%2027.025%2C%2054.843%2026.52%2C%2054.186%2026.707%2C%2052.958%2027.137%2C%2052.511%2027.597%2C%2051.45%2027.952%2C%2051.293%2028.225%2C%2050.979%2028.815%2C%2050.925%2029.067%2C%2050.644%2029.459%2C%2050.147%2029.938%2C%2049.504%2030.137%2C%2049.043%2030.391%2C%2049.298%2030.445%2C%2049.238%2030.447)),http://eol.org/schema/terms/Present,,http://www.geonames.org/130758,,,,,,,http://www.geonames.org/130758,,,8,
376,R522-PK102542880,1115166,,426,R522-PK102542880,https://www.gbif.org/occurrence/map?taxon_key=4105407&geometry=POLYGON((75%2012.444%2C%2072.962%2018.542%2C%2072.632%2021.084%2C%2072.112%2021.305%2C%2068.638%2023.163%2C%2070.873%2024.305%2C%2074.804%2031.947%2C%2078.104%2035.484%2C%2080.599%2029.957%2C%2086.218%2026.594%2C%2091.933%2026.899%2C%2096.358%2029.181%2C%2094.579%2025.211%2C%2091.404%2023.055%2C%2088.986%2026.298%2C%2088.702%2023.303%2C%2088.282%2021.797%2C%2082.62%2017.294%2C%2078.194%208.925%2C%2075%2012.444)),http://eol.org/schema/terms/Present,,http://www.geonames.org/1269750,,,,,,,http://www.geonames.org/1269750,,,1,
377,R522-PK102515838,583954,,426,R522-PK102515838,https://www.gbif.org/occurrence/map?taxon_key=3052436&geometry=POLYGON((75%2012.444%2C%2072.962%2018.542%2C%2072.632%2021.084%2C%2072.112%2021.305%2C%2068.638%2023.163%2C%2070.873%2024.305%2C%2074.804%2031.947%2C%2078.104%2035.484%2C%2080.599%2029.957%2C%2086.218%2026.594%2C%2091.933%2026.899%2C%2096.358%2029.181%2C%2094.579%2025.211%2C%2091.404%2023.055%2C%2088.986%2026.298%2C%2088.702%2023.303%2C%2088.282%2021.797%2C%2082.62%2017.294%2C%2078.194%208.925%2C%2075%2012.444)),http://eol.org/schema/terms/Present,,http://www.geonames.org/1269750,,,,,,,http://www.geonames.org/1269750,,,18,
378,R522-PK102511924,1115098,,426,R522-PK102511924,https://www.gbif.org/occurrence/map?taxon_key=2703459&geometry=POLYGON((75%2012.444%2C%2072.962%2018.542%2C%2072.632%2021.084%2C%2072.112%2021.305%2C%2068.638%2023.163%2C%2070.873%2024.305%2C%2074.804%2031.947%2C%2078.104%2035.484%2C%2080.599%2029.957%2C%2086.218%2026.594%2C%2091.933%2026.899%2C%2096.358%2029.181%2C%2094.579%2025.211%2C%2091.404%2023.055%2C%2088.986%2026.298%2C%2088.702%2023.303%2C%2088.282%2021.797%2C%2082.62%2017.294%2C%2078.194%208.925%2C%2075%2012.444)),http://eol.org/schema/terms/Present,,http://www.geonames.org/1269750,,,,,,,http://www.geonames.org/1269750,,,1297,
379,R522-PK102511632,1115166,,426,R522-PK102511632,https://www.gbif.org/occurrence/map?taxon_key=2705181&geometry=POLYGON((75%2012.444%2C%2072.962%2018.542%2C%2072.632%2021.084%2C%2072.112%2021.305%2C%2068.638%2023.163%2C%2070.873%2024.305%2C%2074.804%2031.947%2C%2078.104%2035.484%2C%2080.599%2029.957%2C%2086.218%2026.594%2C%2091.933%2026.899%2C%2096.358%2029.181%2C%2094.579%2025.211%2C%2091.404%2023.055%2C%2088.986%2026.298%2C%2088.702%2023.303%2C%2088.282%2021.797%2C%2082.62%2017.294%2C%2078.194%208.925%2C%2075%2012.444)),http://eol.org/schema/terms/Present,,http://www.geonames.org/1269750,,,,,,,http://www.geonames.org/1269750,,,6864,
380,R218-PK102510669,1276830,,134,R218-PK102510669,https://www.gbif.org/occurrence/map?taxon_key=6362904&geometry=POLYGON((-24%2065.667%2C%20-23.268%2065.677%2C%20-23.587%2065.866%2C%20-23.664%2066.105%2C%20-23.106%2066.105%2C%20-22.942%2066.044%2C%20-22.823%2065.996%2C%20-22.526%2065.975%2C%20-22.386%2066.09%2C%20-22.376%2066.271%2C%20-22.607%2066.365%2C%20-23.139%2066.433%2C%20-22.453%2066.469%2C%20-21.743%2066.181%2C%20-21.547%2066.084%2C%20-21.339%2065.867%2C%20-21.585%2065.693%2C%20-21.474%2065.558%2C%20-21.193%2065.298%2C%20-20.992%2065.48%2C%20-20.592%2065.534%2C%20-20.382%2065.591%2C%20-19.694%2065.853%2C%20-19.46%2066.043%2C%20-18.913%2066.139%2C%20-18.669%2066.078%2C%20-18.07%2065.64%2C%20-18.291%2066.171%2C%20-17.146%2066.206%2C%20-16.706%2066.149%2C%20-16.492%2066.181%2C%20-16.285%2066.477%2C%20-15.69%2066.381%2C%20-15.119%2066.269%2C%20-15.057%2066.094%2C%20-14.902%2065.757%2C%20-14.39%2065.708%2C%20-13.668%2065.371%2C%20-13.564%2065.263%2C%20-13.65%2065.128%2C%20-13.677%2064.983%2C%20-14.036%2064.936%2C%20-13.982%2064.735%2C%20-14.412%2064.604%2C%20-14.544%2064.402%2C%20-14.969%2064.298%2C%20-15.12%2064.29%2C%20-15.319%2064.332%2C%20-15.805%2064.174%2C%20-16.445%2063.927%2C%20-16.991%2063.886%2C%20-17.072%2063.903%2C%20-17.238%2063.803%2C%20-17.404%2063.814%2C%20-17.879%2063.621%2C%20-18.26%2063.489%2C%20-18.328%2063.57%2C%20-18.712%2063.393%2C%20-20.673%2063.838%2C%20-21.23%2063.921%2C%20-21.814%2063.867%2C%20-22.553%2064.029%2C%20-21.839%2064.127%2C%20-21.591%2064.382%2C%20-21.867%2064.388%2C%20-22.032%2064.521%2C%20-22.338%2064.557%2C%20-22.309%2064.674%2C%20-22.313%2064.749%2C%20-22.712%2064.77%2C%20-23.647%2064.739%2C%20-23.364%2064.967%2C%20-23.096%2064.963%2C%20-22.867%2065.033%2C%20-22.545%2065.048%2C%20-22.091%2065.104%2C%20-21.916%2065.418%2C%20-22.115%2065.531%2C%20-22.276%2065.526%2C%20-22.407%2065.527%2C%20-22.651%2065.522%2C%20-22.795%2065.591%2C%20-23.146%2065.585%2C%20-23.95%2065.466%2C%20-23.797%2065.533%2C%20-24%2065.667)),http://eol.org/schema/terms/Present,,http://www.geonames.org/2629691,,,,,,,http://www.geonames.org/2629691,,,1,
381,R401-PK102495344,1115166,,296,R401-PK102495344,https://www.gbif.org/occurrence/map?taxon_key=2705181&geometry=POLYGON((16.392%2046.631%2C%2016.321%2046.754%2C%2016.112%2046.871%2C%2016.516%2047.007%2C%2016.518%2047.061%2C%2016.528%2047.133%2C%2016.418%2047.211%2C%2016.449%2047.401%2C%2016.713%2047.535%2C%2016.428%2047.662%2C%2016.753%2047.683%2C%2017.024%2047.865%2C%2017.101%2047.967%2C%2017.37%2047.975%2C%2017.785%2047.735%2C%2018.761%2047.814%2C%2018.786%2047.887%2C%2019.477%2048.087%2C%2019.637%2048.244%2C%2020.083%2048.179%2C%2020.328%2048.28%2C%2020.843%2048.585%2C%2021.452%2048.585%2C%2021.678%2048.399%2C%2022.278%2048.413%2C%2022.327%2048.362%2C%2022.502%2048.255%2C%2022.615%2048.093%2C%2022.89%2048.043%2C%2022.906%2047.959%2C%2022.778%2047.842%2C%2022.48%2047.807%2C%2022.332%2047.759%2C%2022.037%2047.533%2C%2021.887%2047.306%2C%2021.798%2047.116%2C%2021.684%2046.961%2C%2021.608%2046.864%2C%2021.54%2046.727%2C%2021.46%2046.657%2C%2021.329%2046.621%2C%2021.319%2046.452%2C%2021.18%2046.304%2C%2020.803%2046.275%2C%2020.503%2046.193%2C%2020.27%2046.128%2C%2019.826%2046.133%2C%2019.514%2046.148%2C%2019.304%2045.996%2C%2019.123%2046.041%2C%2018.806%2045.88%2C%2018.573%2045.802%2C%2018.001%2045.794%2C%2017.673%2045.838%2C%2017.344%2045.946%2C%2017.257%2046.01%2C%2017.156%2046.17%2C%2016.87%2046.352%2C%2016.392%2046.631)),http://eol.org/schema/terms/Present,,http://www.geonames.org/719819,,,,,,,http://www.geonames.org/719819,,,2,
382,R401-PK102492570,583954,,296,R401-PK102492570,https://www.gbif.org/occurrence/map?taxon_key=3052436&geometry=POLYGON((16.392%2046.631%2C%2016.321%2046.754%2C%2016.112%2046.871%2C%2016.516%2047.007%2C%2016.518%2047.061%2C%2016.528%2047.133%2C%2016.418%2047.211%2C%2016.449%2047.401%2C%2016.713%2047.535%2C%2016.428%2047.662%2C%2016.753%2047.683%2C%2017.024%2047.865%2C%2017.101%2047.967%2C%2017.37%2047.975%2C%2017.785%2047.735%2C%2018.761%2047.814%2C%2018.786%2047.887%2C%2019.477%2048.087%2C%2019.637%2048.244%2C%2020.083%2048.179%2C%2020.328%2048.28%2C%2020.843%2048.585%2C%2021.452%2048.585%2C%2021.678%2048.399%2C%2022.278%2048.413%2C%2022.327%2048.362%2C%2022.502%2048.255%2C%2022.615%2048.093%2C%2022.89%2048.043%2C%2022.906%2047.959%2C%2022.778%2047.842%2C%2022.48%2047.807%2C%2022.332%2047.759%2C%2022.037%2047.533%2C%2021.887%2047.306%2C%2021.798%2047.116%2C%2021.684%2046.961%2C%2021.608%2046.864%2C%2021.54%2046.727%2C%2021.46%2046.657%2C%2021.329%2046.621%2C%2021.319%2046.452%2C%2021.18%2046.304%2C%2020.803%2046.275%2C%2020.503%2046.193%2C%2020.27%2046.128%2C%2019.826%2046.133%2C%2019.514%2046.148%2C%2019.304%2045.996%2C%2019.123%2046.041%2C%2018.806%2045.88%2C%2018.573%2045.802%2C%2018.001%2045.794%2C%2017.673%2045.838%2C%2017.344%2045.946%2C%2017.257%2046.01%2C%2017.156%2046.17%2C%2016.87%2046.352%2C%2016.392%2046.631)),http://eol.org/schema/terms/Present,,http://www.geonames.org/719819,,,,,,,http://www.geonames.org/719819,,,4,
383,R401-PK102489758,1115098,,296,R401-PK102489758,https://www.gbif.org/occurrence/map?taxon_key=2703459&geometry=POLYGON((16.392%2046.631%2C%2016.321%2046.754%2C%2016.112%2046.871%2C%2016.516%2047.007%2C%2016.518%2047.061%2C%2016.528%2047.133%2C%2016.418%2047.211%2C%2016.449%2047.401%2C%2016.713%2047.535%2C%2016.428%2047.662%2C%2016.753%2047.683%2C%2017.024%2047.865%2C%2017.101%2047.967%2C%2017.37%2047.975%2C%2017.785%2047.735%2C%2018.761%2047.814%2C%2018.786%2047.887%2C%2019.477%2048.087%2C%2019.637%2048.244%2C%2020.083%2048.179%2C%2020.328%2048.28%2C%2020.843%2048.585%2C%2021.452%2048.585%2C%2021.678%2048.399%2C%2022.278%2048.413%2C%2022.327%2048.362%2C%2022.502%2048.255%2C%2022.615%2048.093%2C%2022.89%2048.043%2C%2022.906%2047.959%2C%2022.778%2047.842%2C%2022.48%2047.807%2C%2022.332%2047.759%2C%2022.037%2047.533%2C%2021.887%2047.306%2C%2021.798%2047.116%2C%2021.684%2046.961%2C%2021.608%2046.864%2C%2021.54%2046.727%2C%2021.46%2046.657%2C%2021.329%2046.621%2C%2021.319%2046.452%2C%2021.18%2046.304%2C%2020.803%2046.275%2C%2020.503%2046.193%2C%2020.27%2046.128%2C%2019.826%2046.133%2C%2019.514%2046.148%2C%2019.304%2045.996%2C%2019.123%2046.041%2C%2018.806%2045.88%2C%2018.573%2045.802%2C%2018.001%2045.794%2C%2017.673%2045.838%2C%2017.344%2045.946%2C%2017.257%2046.01%2C%2017.156%2046.17%2C%2016.87%2046.352%2C%2016.392%2046.631)),http://eol.org/schema/terms/Present,,http://www.geonames.org/719819,,,,,,,http://www.geonames.org/719819,,,10,
384,R401-PK102488350,1115166,,296,R401-PK102488350,https://www.gbif.org/occurrence/map?taxon_key=4107588&geometry=POLYGON((16.392%2046.631%2C%2016.321%2046.754%2C%2016.112%2046.871%2C%2016.516%2047.007%2C%2016.518%2047.061%2C%2016.528%2047.133%2C%2016.418%2047.211%2C%2016.449%2047.401%2C%2016.713%2047.535%2C%2016.428%2047.662%2C%2016.753%2047.683%2C%2017.024%2047.865%2C%2017.101%2047.967%2C%2017.37%2047.975%2C%2017.785%2047.735%2C%2018.761%2047.814%2C%2018.786%2047.887%2C%2019.477%2048.087%2C%2019.637%2048.244%2C%2020.083%2048.179%2C%2020.328%2048.28%2C%2020.843%2048.585%2C%2021.452%2048.585%2C%2021.678%2048.399%2C%2022.278%2048.413%2C%2022.327%2048.362%2C%2022.502%2048.255%2C%2022.615%2048.093%2C%2022.89%2048.043%2C%2022.906%2047.959%2C%2022.778%2047.842%2C%2022.48%2047.807%2C%2022.332%2047.759%2C%2022.037%2047.533%2C%2021.887%2047.306%2C%2021.798%2047.116%2C%2021.684%2046.961%2C%2021.608%2046.864%2C%2021.54%2046.727%2C%2021.46%2046.657%2C%2021.329%2046.621%2C%2021.319%2046.452%2C%2021.18%2046.304%2C%2020.803%2046.275%2C%2020.503%2046.193%2C%2020.27%2046.128%2C%2019.826%2046.133%2C%2019.514%2046.148%2C%2019.304%2045.996%2C%2019.123%2046.041%2C%2018.806%2045.88%2C%2018.573%2045.802%2C%2018.001%2045.794%2C%2017.673%2045.838%2C%2017.344%2045.946%2C%2017.257%2046.01%2C%2017.156%2046.17%2C%2016.87%2046.352%2C%2016.392%2046.631)),http://eol.org/schema/terms/Present,,http://www.geonames.org/719819,,,,,,,http://www.geonames.org/719819,,,45,
385,R217-PK102471991,1115166,,133,R217-PK102471991,https://www.gbif.org/occurrence/map?taxon_key=2705181&geometry=POLYGON((-72.841%2018.836%2C%20-73.212%2018.837%2C%20-73.253%2018.966%2C%20-72.841%2018.836))&geometry=POLYGON((-73.448%2019.762%2C%20-73.404%2019.844%2C%20-72.96%2019.909%2C%20-72.825%2019.903%2C%20-72.801%2019.951%2C%20-72.489%2019.821%2C%20-72.317%2019.707%2C%20-72.241%2019.789%2C%20-72.069%2019.7%2C%20-72.051%2019.693%2C%20-71.852%2019.717%2C%20-71.822%2019.648%2C%20-71.758%2019.703%2C%20-71.691%2019.365%2C%20-71.613%2019.202%2C%20-71.882%2018.954%2C%20-71.721%2018.876%2C%20-71.813%2018.633%2C%20-71.878%2018.505%2C%20-71.693%2018.341%2C%20-71.732%2018.096%2C%20-71.925%2018.187%2C%20-72.541%2018.227%2C%20-72.744%2018.179%2C%20-73.366%2018.219%2C%20-73.386%2018.274%2C%20-73.564%2018.26%2C%20-73.614%2018.218%2C%20-73.658%2018.212%2C%20-73.692%2018.24%2C%20-73.787%2018.028%2C%20-74.092%2018.25%2C%20-74.366%2018.296%2C%20-74.478%2018.433%2C%20-74.217%2018.682%2C%20-73.713%2018.578%2C%20-73.718%2018.55%2C%20-73.67%2018.513%2C%20-73.457%2018.534%2C%20-72.691%2018.442%2C%20-72.348%2018.536%2C%20-72.538%2018.776%2C%20-72.699%2019.113%2C%20-72.751%2019.23%2C%20-72.712%2019.29%2C%20-72.714%2019.429%2C%20-72.695%2019.459%2C%20-73.092%2019.645%2C%20-73.448%2019.762)),http://eol.org/schema/terms/Present,,http://www.geonames.org/3723988,,,,,,,http://www.geonames.org/3723988,,,2,
